feature,family,distinct_development_values,minimum,maximum,nonzero_fraction,availability,status
opponent.husbandry.COW.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.COW.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.escape_prevented_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.refresh_units_saved_by_feed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.care_bank_marginal,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.next_production_events,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.cap_headroom,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.banked_bonus_at_risk_if_unfed,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
opponent.husbandry.SHEEP.next_fed_production_saturation,animal_feed_care_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WHEAT.own_held_and_ready_wave,market_supply_demand_interactions,57,0.0,66.0,0.08908839779005524,current_legal_observation,provisional_not_selected
pressure.WHEAT.opponent_visible_ready_units,market_supply_demand_interactions,35,0.0,36.0,0.08097375690607735,current_legal_observation,provisional_not_selected
pressure.WHEAT.wave_conditional_revenue,market_supply_demand_interactions,208,0.0,3256.0,0.08908839779005524,current_legal_observation,provisional_not_selected
pressure.WHEAT.wave_average_price,market_supply_demand_interactions,136,0.0,51.0,0.08908839779005524,current_legal_observation,provisional_not_selected
pressure.WHEAT.wave_price_impact_cost,market_supply_demand_interactions,42,0.0,68.0,0.03539364640883978,current_legal_observation,provisional_not_selected
pressure.WHEAT.known_demand_next_day,market_supply_demand_interactions,31,0.0,49.0,0.994475138121547,current_legal_observation,provisional_not_selected
pressure.WHEAT.demand_only_next_day_price_change,market_supply_demand_interactions,3,0.0,2.0,0.5928867403314917,current_legal_observation,provisional_not_selected
pressure.WHEAT.wave_minus_known_day_demand,market_supply_demand_interactions,68,-43.0,40.0,0.9943024861878453,current_legal_observation,provisional_not_selected
pressure.WHEAT.visible_rival_supply_stress_price,market_supply_demand_interactions,27,25.0,51.0,1.0,current_legal_observation,provisional_not_selected
pressure.WHEAT.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,213,0.0,3224.0,0.08908839779005524,current_legal_observation,provisional_not_selected
pressure.CARROT.own_held_and_ready_wave,market_supply_demand_interactions,46,0.0,46.0,0.14658149171270718,current_legal_observation,provisional_not_selected
pressure.CARROT.opponent_visible_ready_units,market_supply_demand_interactions,28,0.0,30.0,0.13225138121546962,current_legal_observation,provisional_not_selected
pressure.CARROT.wave_conditional_revenue,market_supply_demand_interactions,530,0.0,9007.0,0.14658149171270718,current_legal_observation,provisional_not_selected
pressure.CARROT.wave_average_price,market_supply_demand_interactions,489,0.0,259.0,0.14658149171270718,current_legal_observation,provisional_not_selected
pressure.CARROT.wave_price_impact_cost,market_supply_demand_interactions,136,0.0,703.0,0.10721685082872928,current_legal_observation,provisional_not_selected
pressure.CARROT.known_demand_next_day,market_supply_demand_interactions,28,0.0,43.0,0.9927486187845304,current_legal_observation,provisional_not_selected
pressure.CARROT.demand_only_next_day_price_change,market_supply_demand_interactions,46,0.0,46.0,0.6771408839779005,current_legal_observation,provisional_not_selected
pressure.CARROT.wave_minus_known_day_demand,market_supply_demand_interactions,58,-43.0,17.0,0.9930939226519337,current_legal_observation,provisional_not_selected
pressure.CARROT.visible_rival_supply_stress_price,market_supply_demand_interactions,170,35.0,259.0,1.0,current_legal_observation,provisional_not_selected
pressure.CARROT.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,540,0.0,9007.0,0.14658149171270718,current_legal_observation,provisional_not_selected
pressure.TOMATO.own_held_and_ready_wave,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.TOMATO.opponent_visible_ready_units,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.TOMATO.wave_conditional_revenue,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.TOMATO.wave_average_price,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.TOMATO.wave_price_impact_cost,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.TOMATO.known_demand_next_day,market_supply_demand_interactions,15,0.0,19.0,0.9910220994475138,current_legal_observation,provisional_not_selected
pressure.TOMATO.demand_only_next_day_price_change,market_supply_demand_interactions,16,0.0,15.0,0.4359461325966851,current_legal_observation,provisional_not_selected
pressure.TOMATO.wave_minus_known_day_demand,market_supply_demand_interactions,15,-19.0,0.0,0.9910220994475138,current_legal_observation,provisional_not_selected
pressure.TOMATO.visible_rival_supply_stress_price,market_supply_demand_interactions,49,60.0,126.0,1.0,current_legal_observation,provisional_not_selected
pressure.TOMATO.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.STRAWBERRY.own_held_and_ready_wave,market_supply_demand_interactions,47,0.0,60.0,0.24585635359116023,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.opponent_visible_ready_units,market_supply_demand_interactions,50,0.0,59.0,0.2541436464088398,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.wave_conditional_revenue,market_supply_demand_interactions,847,0.0,18026.0,0.24585635359116023,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.wave_average_price,market_supply_demand_interactions,822,0.0,339.9,0.24585635359116023,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.wave_price_impact_cost,market_supply_demand_interactions,207,0.0,334.0,0.23877762430939226,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.known_demand_next_day,market_supply_demand_interactions,22,0.0,37.0,0.994475138121547,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.demand_only_next_day_price_change,market_supply_demand_interactions,12,0.0,12.0,0.9937845303867403,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.wave_minus_known_day_demand,market_supply_demand_interactions,71,-37.0,42.0,0.9953383977900553,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.visible_rival_supply_stress_price,market_supply_demand_interactions,199,120.0,339.0,1.0,current_legal_observation,provisional_not_selected
pressure.STRAWBERRY.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,863,0.0,17571.0,0.24585635359116023,current_legal_observation,provisional_not_selected
pressure.MELON.own_held_and_ready_wave,market_supply_demand_interactions,59,0.0,150.0,0.20165745856353592,current_legal_observation,provisional_not_selected
pressure.MELON.opponent_visible_ready_units,market_supply_demand_interactions,34,0.0,150.0,0.15970303867403315,current_legal_observation,provisional_not_selected
pressure.MELON.wave_conditional_revenue,market_supply_demand_interactions,84,0.0,29248.0,0.20165745856353592,current_legal_observation,provisional_not_selected
pressure.MELON.wave_average_price,market_supply_demand_interactions,80,0.0,215.5483870967742,0.20165745856353592,current_legal_observation,provisional_not_selected
pressure.MELON.wave_price_impact_cost,market_supply_demand_interactions,78,0.0,11975.0,0.19302486187845305,current_legal_observation,provisional_not_selected
pressure.MELON.known_demand_next_day,market_supply_demand_interactions,2,0.0,1.0,0.9668508287292817,current_legal_observation,provisional_not_selected
pressure.MELON.demand_only_next_day_price_change,market_supply_demand_interactions,6,0.0,6.0,0.930939226519337,current_legal_observation,provisional_not_selected
pressure.MELON.wave_minus_known_day_demand,market_supply_demand_interactions,60,-1.0,149.0,0.9668508287292817,current_legal_observation,provisional_not_selected
pressure.MELON.visible_rival_supply_stress_price,market_supply_demand_interactions,45,1.0,271.0,1.0,current_legal_observation,provisional_not_selected
pressure.MELON.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,82,0.0,22898.0,0.20165745856353592,current_legal_observation,provisional_not_selected
pressure.EGG.own_held_and_ready_wave,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.EGG.opponent_visible_ready_units,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.EGG.wave_conditional_revenue,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.EGG.wave_average_price,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.EGG.wave_price_impact_cost,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.EGG.known_demand_next_day,market_supply_demand_interactions,16,0.0,25.0,0.9927486187845304,current_legal_observation,provisional_not_selected
pressure.EGG.demand_only_next_day_price_change,market_supply_demand_interactions,6,0.0,5.0,0.3314917127071823,current_legal_observation,provisional_not_selected
pressure.EGG.wave_minus_known_day_demand,market_supply_demand_interactions,16,-25.0,0.0,0.9927486187845304,current_legal_observation,provisional_not_selected
pressure.EGG.visible_rival_supply_stress_price,market_supply_demand_interactions,29,50.0,78.0,1.0,current_legal_observation,provisional_not_selected
pressure.EGG.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.own_held_and_ready_wave,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.opponent_visible_ready_units,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.wave_conditional_revenue,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.wave_average_price,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.wave_price_impact_cost,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.MILK.known_demand_next_day,market_supply_demand_interactions,19,0.0,31.0,0.994475138121547,current_legal_observation,provisional_not_selected
pressure.MILK.demand_only_next_day_price_change,market_supply_demand_interactions,13,0.0,12.0,0.9930939226519337,current_legal_observation,provisional_not_selected
pressure.MILK.wave_minus_known_day_demand,market_supply_demand_interactions,19,-31.0,0.0,0.994475138121547,current_legal_observation,provisional_not_selected
pressure.MILK.visible_rival_supply_stress_price,market_supply_demand_interactions,183,160.0,361.0,1.0,current_legal_observation,provisional_not_selected
pressure.MILK.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.own_held_and_ready_wave,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.opponent_visible_ready_units,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.wave_conditional_revenue,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.wave_average_price,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.wave_price_impact_cost,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.WOOL.known_demand_next_day,market_supply_demand_interactions,16,0.0,37.0,0.9884323204419889,current_legal_observation,provisional_not_selected
pressure.WOOL.demand_only_next_day_price_change,market_supply_demand_interactions,10,0.0,12.0,0.7063190607734806,current_legal_observation,provisional_not_selected
pressure.WOOL.wave_minus_known_day_demand,market_supply_demand_interactions,16,-37.0,0.0,0.9884323204419889,current_legal_observation,provisional_not_selected
pressure.WOOL.visible_rival_supply_stress_price,market_supply_demand_interactions,44,200.0,254.0,1.0,current_legal_observation,provisional_not_selected
pressure.WOOL.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.own_held_and_ready_wave,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.opponent_visible_ready_units,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.wave_conditional_revenue,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.wave_average_price,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.wave_price_impact_cost,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.known_demand_next_day,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.demand_only_next_day_price_change,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.wave_minus_known_day_demand,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.visible_rival_supply_stress_price,market_supply_demand_interactions,1,100.0,100.0,1.0,current_legal_observation,coverage_gap_constant
pressure.FERTILIZER.wave_revenue_after_rival_supply_stress,market_supply_demand_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
interactions.water_bonus_under_overflow_pressure,cross_resource_interactions,12,0.0,25.0,0.031767955801104975,current_legal_observation,provisional_not_selected
interactions.capacity_pressure_per_worker,cross_resource_interactions,21,0.0,50.0,0.0649171270718232,current_legal_observation,provisional_not_selected
interactions.ready_units_per_worker_turn_today,cross_resource_interactions,304,0.0,12.5,0.40124309392265195,current_legal_observation,provisional_not_selected
interactions.terminal_carry_at_risk,cross_resource_interactions,1,0.0,0.0,0.0,current_legal_observation,coverage_gap_constant
history.lag1.available,causal_market_history,2,0.0,1.0,0.994475138121547,current_and_past_legal_observations,provisional_not_selected
history.lag1.cash_change,causal_market_history,68,-320.0,2986.0,0.09305939226519337,current_and_past_legal_observations,provisional_not_selected
history.lag1.WHEAT.inventory_change,causal_market_history,6,0.0,9.0,0.0051795580110497235,current_and_past_legal_observations,provisional_not_selected
history.lag1.WHEAT.price_log_change,causal_market_history,2,-0.020619287202735703,0.0,0.0003453038674033149,current_and_past_legal_observations,provisional_not_selected
history.lag1.CARROT.inventory_change,causal_market_history,6,0.0,6.0,0.00880524861878453,current_and_past_legal_observations,provisional_not_selected
history.lag1.CARROT.price_log_change,causal_market_history,15,-0.02955880224154439,0.0,0.003107734806629834,current_and_past_legal_observations,provisional_not_selected
history.lag1.TOMATO.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.TOMATO.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.STRAWBERRY.inventory_change,causal_market_history,9,0.0,12.0,0.01018646408839779,current_and_past_legal_observations,provisional_not_selected
history.lag1.STRAWBERRY.price_log_change,causal_market_history,24,-0.008130126083250176,0.0,0.006906077348066298,current_and_past_legal_observations,provisional_not_selected
history.lag1.MELON.inventory_change,causal_market_history,5,0.0,12.0,0.0051795580110497235,current_and_past_legal_observations,provisional_not_selected
history.lag1.MELON.price_log_change,causal_market_history,5,-3.5263605246161616,0.0,0.003798342541436464,current_and_past_legal_observations,provisional_not_selected
history.lag1.EGG.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.EGG.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.MILK.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.MILK.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.WOOL.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.WOOL.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.FERTILIZER.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag1.FERTILIZER.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag24.available,causal_market_history,2,0.0,1.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.cash_change,causal_market_history,536,-2004.0,20262.0,0.9666781767955801,current_and_past_legal_observations,provisional_not_selected
history.lag24.WHEAT.inventory_change,causal_market_history,68,-49.0,44.0,0.9651243093922652,current_and_past_legal_observations,provisional_not_selected
history.lag24.WHEAT.price_log_change,causal_market_history,35,-0.02469261259037152,0.07145896398214505,0.5980662983425414,current_and_past_legal_observations,provisional_not_selected
history.lag24.CARROT.inventory_change,causal_market_history,58,-43.0,26.0,0.9659875690607734,current_and_past_legal_observations,provisional_not_selected
history.lag24.CARROT.price_log_change,causal_market_history,317,-0.09829334843473388,0.19724720701063034,0.6559046961325967,current_and_past_legal_observations,provisional_not_selected
history.lag24.TOMATO.inventory_change,causal_market_history,20,-19.0,0.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.TOMATO.price_log_change,causal_market_history,74,0.0,0.132351451484674,0.431457182320442,current_and_past_legal_observations,provisional_not_selected
history.lag24.STRAWBERRY.inventory_change,causal_market_history,79,-37.0,73.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.STRAWBERRY.price_log_change,causal_market_history,655,-0.07847161544149521,0.08515780834030677,0.9647790055248618,current_and_past_legal_observations,provisional_not_selected
history.lag24.MELON.inventory_change,causal_market_history,28,-1.0,171.0,0.9347375690607734,current_and_past_legal_observations,provisional_not_selected
history.lag24.MELON.price_log_change,causal_market_history,63,-5.60947179518496,1.3862943611198906,0.9181629834254144,current_and_past_legal_observations,provisional_not_selected
history.lag24.EGG.inventory_change,causal_market_history,26,-25.0,0.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.EGG.price_log_change,causal_market_history,45,0.0,0.06713930283762852,0.3328729281767956,current_and_past_legal_observations,provisional_not_selected
history.lag24.MILK.inventory_change,causal_market_history,32,-31.0,0.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.MILK.price_log_change,causal_market_history,517,0.0,0.06632264293107251,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.WOOL.inventory_change,causal_market_history,20,-37.0,0.0,0.9668508287292817,current_and_past_legal_observations,provisional_not_selected
history.lag24.WOOL.price_log_change,causal_market_history,86,0.0,0.05505977718302739,0.7095994475138122,current_and_past_legal_observations,provisional_not_selected
history.lag24.FERTILIZER.inventory_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
history.lag24.FERTILIZER.price_log_change,causal_market_history,1,0.0,0.0,0.0,current_and_past_legal_observations,coverage_gap_constant
